"Coût_chauffage","Surface_habitable_immeuble","Coût_éclairage","Conso_5_usages_é_finale","Date_réception_DPE","Coût_total_5_usages","Emission_GES_5_usages","N°DPE","Code_postal_(BAN)","Identifiant__BAN","Surface_habitable_logement","Coût_auxiliaires","Type_bâtiment","Coût_ECS","Conso_5_usages_par_m²_é_primaire","Coût_refroidissement","Etiquette_DPE","_score","Type_installation_chauffage","x","y","lon","lat"
194,87,43,1458.1,"2023-10-04",355,106.6,"2341N3329826G","41350","41295_0100_00145_a",87,3,"maison",99,38.5,0,"A",35.058285,NA,578689.78,6720735.45,1.386214,47.575838
171.6,NA,39.4,1413,"2023-07-11",347.8,102.1,"2385N2336688I","41350","41212_0236",79.1,25.5,"maison",111.3,41,0,"A",35.058285,NA,NA,NA,NA,NA
205.5,NA,43.3,1728.4,"2023-06-21",392.1,125.7,"2341N2070743Z","41350","41212_0094",100.6,21.6,"maison",121.7,39,0,"A",35.058285,NA,NA,NA,NA,NA
235.3,NA,46.2,1756.4,"2023-06-01",396.1,112.4,"2341N1808612A","41350","41204_rpryco",101.9,18.9,"maison",95.6,39.6,0,"A",35.058285,NA,NA,NA,NA,NA
269,84.6,37,2097.5,"2023-04-24",444,154.8,"2385N1357143N","41350","41212_0236",84.6,0,"maison",121,57,0,"A",35.058285,NA,NA,NA,NA,NA
244.1,NA,36.5,3992.3,"2023-12-04",551.5,849.9,"2341N4144285P","41350","41295_a0db8c",67.5,54.1,"maison",216.7,65.8,0,"C",35.058285,NA,NA,NA,NA,NA
206,113.9,46,1997.7,"2023-03-21",430,144,"2341N0937863R","41350","41212_0097",113.9,9,"maison",155,40.3,0,"A",35.058285,NA,NA,NA,NA,NA
306,170.9,60,2834.2,"2023-10-26",551,207.3,"2341N3634019Z","41350","41104_0152_00008",170.9,12,"maison",157,38.1,0,"A",35.058285,NA,582859.99,6722550.34,1.441199,47.592925
259,NA,54,1842,"2023-06-19",535,133,"2341N2040948A","41350","41295_a0db8c_00041",89.9,36,"maison",186,47.1,0,"A",35.058285,NA,579352.95,6723111.76,1.394391,47.597345
229,106.6,44,2205.1,"2023-01-04",475,158.7,"2341N0017695P","41350","41295_0591",106.6,0,"maison",136,47.6,46,"A",35.058285,NA,NA,NA,NA,NA
192,138.6,59,2107.8,"2023-02-06",470,149.7,"2341N0381922I","41350","41204_rpryco",138.6,26,"maison",107,35,67,"A",35.058285,NA,NA,NA,NA,NA
282.2,NA,35.6,4309.4,"2023-12-04",592.1,920.4,"2341N4144404E","41350","41295_a0db8c",68,57.7,"maison",216.7,70.2,0,"C",35.058285,NA,NA,NA,NA,NA
438,NA,45.4,5257.3,"2023-06-27",642.1,252.9,"2341N2153117F","41350","41148_0100_00009",116,14.2,"maison",144.6,70,0,"B",35.058285,NA,583391.15,6727496.68,1.446971,47.637533
258,80.3,36,1787,"2023-03-14",400,132.8,"2341N0828735L","41350","41212_0037_00006",80.3,4,"maison",87,51.2,0,"A",35.058285,NA,576792.78,6719186.52,1.361413,47.561547
209,NA,62,1893,"2023-12-14",549,133,"2341N4314754C","41350","41212_0208",133.3,50,"maison",135,32.7,93,"A",35.058285,NA,NA,NA,NA,NA
286.2,NA,67.3,2967.5,"2022-07-20",572.4,214.9,"2241N1660057I","41350","41212_0097_00020",181.1,33.7,"maison",185.2,37,0,"A",34.56388,NA,576790.94,6719271.68,1.361365,47.562313
326,NA,65,2187,"2022-02-08",596,160,"2241N0244091C","41350","41295_0255",NA,53,"maison",152,44.1,0,"A",34.56388,NA,NA,NA,NA,NA
256,122.5,52,2144.3,"2022-04-29",451,157.3,"2241N0920018H","41350","41295_0019",122.5,6,"maison",119,40.3,0,"A",34.56388,NA,NA,NA,NA,NA
249.6,NA,46.2,2284.2,"2022-07-07",470.3,146.2,"2241N1550011U","41350","41295_0319",122.7,24.3,"maison",150.2,42.8,0,"A",34.56388,NA,NA,NA,NA,NA
274.2,NA,34.5,2148.5,"2022-07-22",451.2,158.5,"2241N1673916J","41350","41295_0251_00007",86.3,17.3,"maison",125.2,57,0,"A",34.56388,NA,579589.49,6723226.97,1.397507,47.598425
369.1,NA,48.1,2854.5,"2022-07-20",555.2,213,"2241N1659596P","41350","41104_0070",140.6,22.5,"maison",115.5,46,0,"A",34.56388,NA,NA,NA,NA,NA
444.5,193.9,84.7,4013.1,"2022-04-21",862.5,291.1,"2291N0842088X","41350","41104_0167_00007",NA,63.5,"immeuble",269.9,47,0,"A",34.56388,"individuel",583928.77,6722495.89,1.455432,47.592624
242.9,NA,30.6,1918.4,"2022-01-28",418.8,140.8,"2241N0178479O","41350","41295_0060_00154",74.1,17.2,"maison",128.1,59,0,"A",34.56388,NA,579255.08,6722823.07,1.393167,47.594729
188.5,NA,41.9,1881.8,"2022-09-08",413.7,135,"2241N2031309G","41350","41204_0180_00005",100.9,26.2,"maison",157.1,42,0,"A",34.56388,NA,NA,NA,NA,NA
272.6,NA,56,2444.6,"2022-11-23",492.9,178.8,"2241N2787290L","41350","41295_0440_00046",152,26.1,"maison",138.2,36,0,"A",34.56388,NA,579398.18,6722896.72,1.395051,47.595418
206,92.8,41,1685.3,"2022-04-29",387,122.7,"2241N0919956X","41350","41295_0019",92.8,8,"maison",117,41.8,0,"A",34.56388,NA,NA,NA,NA,NA
283,161.8,60,2697.1,"2022-10-12",532,196.5,"2241N2375339E","41350","41148_0132",161.8,8,"maison",158,38.3,0,"A",34.56388,NA,NA,NA,NA,NA
278.1,NA,54.3,2659.8,"2022-07-31",525.7,193.5,"2241N1749866N","41350","41295_0245_00008",140.1,37.3,"maison",156,43,0,"A",34.56388,NA,578583,6722421.53,1.384335,47.590992
194.5,NA,33.9,1561.5,"2022-03-23",368.6,113.5,"2241N0585169M","41350","41295_0255",78.7,22.6,"maison",117.6,45,0,"A",34.56388,NA,NA,NA,NA,NA
270,NA,55.1,2527.7,"2022-02-07",505.6,161.8,"2241N0234495A","41350","41204_pzfbdj",146.9,23.4,"maison",157.1,39.6,0,"A",34.56388,NA,NA,NA,NA,NA
321,169,56,3087,"2022-08-29",590,225.1,"2241N1938563C","41350","41212_0210",169,20,"maison",161,42,0,"A",34.56388,NA,NA,NA,NA,NA
238,NA,31.5,1877.4,"2022-02-01",413.1,137.7,"2241N0192883O","41350","41295_0060_00154",75.9,17.7,"maison",125.9,56,0,"A",34.56388,NA,579255.08,6722823.07,1.393167,47.594729
204,74.8,34,1509.2,"2022-09-28",361,110.5,"2241N2229021O","41350","41295_0640_00001_bis",74.8,0,"maison",96,46.4,0,"A",34.56388,NA,NA,NA,NA,NA
445,NA,96,3180,"2022-07-11",757,237,"2241N1586577E","41350","41295_0400",145.8,59,"maison",157,50.2,0,"A",34.56388,NA,NA,NA,NA,NA
218.6,NA,38,1659.9,"2022-06-20",382.5,121.8,"2241N1370395M","41350","41295_0620",86.1,16.6,"maison",109.3,44,0,"A",34.56388,NA,NA,NA,NA,NA
239,121.6,51,1903.7,"2022-09-28",417,139.8,"2241N2229041I","41350","41295_0640_00001_bis",121.6,0,"maison",102,36,0,"A",34.56388,NA,NA,NA,NA,NA
190.8,NA,36.5,1806.7,"2022-03-17",403.1,130,"2241N0537529E","41350","41295_0255",83.1,19.3,"maison",156.5,50,0,"A",34.56388,NA,NA,NA,NA,NA
133,NA,35.9,2017.2,"2022-02-25",432.7,140,"2241N0388777Y","41350","41104_0140",93.7,95,"maison",168.9,49,0,"A",34.56388,NA,NA,NA,NA,NA
255.8,NA,43.4,2023.3,"2022-05-20",433.6,129.5,"2241N1117705Q","41350","41295_0308",109.9,19.5,"maison",114.9,42.3,0,"A",34.56388,NA,NA,NA,NA,NA
444.5,193.9,84.7,4013.1,"2022-04-21",862.5,291.1,"2291N0842283K","41350","41104_0167_00001",NA,63.5,"immeuble",269.9,47,0,"A",34.56388,"individuel",583974.03,6722507.56,1.456031,47.592737
232,105.4,46,1854.7,"2022-02-05",410,136,"2241N0230086L","41350","41204_0106",105.4,14,"maison",104,40.5,0,"A",34.56388,NA,NA,NA,NA,NA
209.9,NA,38.7,1664,"2022-09-30",383.1,106.5,"2241N2264825Q","41350","41104_0013",86.7,21.2,"maison",113.3,44.1,0,"A",34.56388,NA,NA,NA,NA,NA
275,NA,54.3,2319.8,"2022-01-28",475.3,170.5,"2241N0175020N","41350","41212_0170",143.8,23.8,"maison",122.2,37,0,"A",34.56388,NA,NA,NA,NA,NA
216.7,NA,38.1,1649.6,"2022-06-20",381,120.9,"2241N1370348R","41350","41295_0620",86.1,16.7,"maison",109.5,44,0,"A",34.56388,NA,NA,NA,NA,NA
291,99.7,47,2177.9,"2022-10-16",456,161.8,"2241N2411549W","41350","41212_0097",99.7,2,"maison",96,50.3,0,"A",34.56388,NA,NA,NA,NA,NA
192.5,NA,38.1,1820.9,"2022-09-23",405.1,131.1,"2241N2190059A","41350","41204_0180_00005",85.2,20.1,"maison",154.4,49,0,"A",34.56388,NA,NA,NA,NA,NA
242,112.3,46,2349,"2022-09-15",479,170,"2241N2107692B","41350","41295_0116_00043",112.3,8,"maison",159,48.1,0,"A",34.56388,NA,578200.7,6720734.13,1.37971,47.575736
192.5,NA,39.2,1538.2,"2022-07-27",365.4,98.4,"2241N1714468B","41350","41104_0150_00012_bis",85.7,21.5,"maison",112.1,41.3,0,"A",34.56388,NA,580769.72,6720851.19,1.413845,47.577259
2766.5,694.3,421.8,62950.1,"2022-04-21",5496.5,4217.2,"2291N0841840J","41350","41104_0167",NA,322.5,"immeuble",1985.7,95,0,"B",34.56388,"individuel",NA,NA,NA,NA
583,242.5,82,6032.8,"2022-01-06",812,340.4,"2241N0020083K","41350","41204_0380",242.5,0,"maison",120,44,0,"A",34.56388,NA,NA,NA,NA,NA
